"Município";"IDHM 2010";"IDHM
Renda
2010";"IDHM Longevidade 2010";"IDHM Educação 2010";"Estado"
"Tapes";0,695;0,699;0,862;0,556;"RS"
"José Boiteux";0,694;0,689;0,841;0,578;"SC"
"Campo Alegre de Goiás";0,694;0,702;0,811;0,586;"GO"
"Camaçari";0,694;0,681;0,798;0,616;"BA"
"Astolfo Dutra";0,694;0,686;0,858;0,567;"MG"
"Piên";0,694;0,677;0,802;0,616;"PR"
"São João da Urtiga";0,694;0,702;0,828;0,575;"RS"
"Heitoraí";0,694;0,661;0,814;0,62;"GO"
"Paraopeba";0,694;0,674;0,793;0,625;"MG"
"Juazeiro do Norte";0,694;0,644;0,81;0,642;"CE"
"Arvorezinha";0,694;0,713;0,817;0,575;"RS"
"Deodápolis";0,694;0,693;0,81;0,595;"MS"
"Santana de Cataguases";0,694;0,643;0,793;0,655;"MG"
"Clevelândia";0,694;0,718;0,813;0,573;"PR"
"Goianira";0,694;0,674;0,831;0,596;"GO"
"Abdon Batista";0,694;0,66;0,812;0,625;"SC"
"Nova Alvorada do Sul";0,694;0,746;0,809;0,554;"MS"
"Itambaracá";0,694;0,664;0,789;0,639;"PR"
"Urubici";0,694;0,722;0,823;0,562;"SC"
"Tupanci do Sul";0,694;0,688;0,818;0,595;"RS"
"Muqui";0,694;0,673;0,802;0,619;"ES"
"Coqueiral";0,694;0,663;0,838;0,601;"MG"
"São José do Seridó";0,694;0,634;0,815;0,647;"RN"
"Governador Lindenberg";0,694;0,669;0,823;0,608;"ES"
"Cajati";0,694;0,658;0,832;0,611;"SP"
"Cabrália Paulista";0,694;0,667;0,811;0,619;"SP"
"Agudo";0,694;0,752;0,847;0,524;"RS"
"Pequeri";0,694;0,692;0,868;0,557;"MG"
"Itaboraí";0,693;0,69;0,813;0,593;"RJ"
"Guimarânia";0,693;0,681;0,825;0,592;"MG"
"Aparecida do Rio Doce";0,693;0,7;0,814;0,583;"GO"
"Senador Salgado Filho";0,693;0,701;0,817;0,581;"RS"
"Aporé";0,693;0,692;0,823;0,584;"GO"
"Itarumã";0,693;0,769;0,861;0,503;"GO"
"Paraty";0,693;0,726;0,842;0,544;"RJ"
"São Patrício";0,693;0,668;0,833;0,597;"GO"
"Independência";0,693;0,711;0,813;0,576;"RS"
"Araçu";0,693;0,686;0,838;0,578;"GO"
"Lagoinha";0,693;0,686;0,797;0,609;"SP"
"Sulina";0,693;0,684;0,854;0,57;"PR"
"Guairaçá";0,693;0,698;0,829;0,574;"PR"
"Rianápolis";0,693;0,674;0,84;0,587;"GO"
"Natércia";0,693;0,677;0,805;0,612;"MG"
"Ipanema";0,693;0,67;0,848;0,586;"MG"
"Porto Lucena";0,693;0,7;0,827;0,575;"RS"
"Itiquira";0,693;0,694;0,812;0,591;"MT"
"Pirenópolis";0,693;0,678;0,813;0,604;"GO"
"Ponte Serrada";0,693;0,69;0,79;0,61;"SC"
"São João do Ivaí";0,693;0,677;0,803;0,611;"PR"
"Barra do Bugres";0,693;0,684;0,818;0,595;"MT"
"Rio Pardo";0,693;0,702;0,846;0,56;"RS"
"Cafeara";0,693;0,683;0,811;0,602;"PR"
"Caiapônia";0,693;0,701;0,808;0,588;"GO"
"Canarana";0,693;0,735;0,825;0,549;"MT"
"Itaguari";0,693;0,683;0,817;0,596;"GO"
"Itaberá";0,693;0,652;0,803;0,636;"SP"
"São José da Bela Vista";0,693;0,679;0,844;0,58;"SP"
"Cristais";0,692;0,736;0,859;0,525;"MG"
"Caarapó";0,692;0,676;0,828;0,592;"MS"
"Ribeirãozinho";0,692;0,694;0,802;0,595;"MT"
"Inconfidentes";0,692;0,688;0,843;0,572;"MG"
"São Sebastião da Bela Vista";0,692;0,687;0,848;0,569;"MG"
"Recreio";0,692;0,668;0,841;0,589;"MG"
"Machadinho";0,692;0,711;0,807;0,577;"RS"
"Cerejeiras";0,692;0,688;0,799;0,602;"RO"
"Campos Belos";0,692;0,661;0,815;0,616;"GO"
"Querência";0,692;0,701;0,837;0,565;"MT"
"Santana";0,692;0,654;0,794;0,638;"AP"
"Bandeira do Sul";0,692;0,681;0,802;0,608;"MG"
"Cafezal do Sul";0,692;0,686;0,792;0,611;"PR"
"São Paulo das Missões";0,692;0,688;0,825;0,584;"RS"
"Feliz Natal";0,692;0,737;0,819;0,548;"MT"
"Bom Sucesso";0,692;0,68;0,808;0,602;"MG"
"Inaciolândia";0,692;0,683;0,822;0,591;"GO"
"Aperibé";0,692;0,67;0,785;0,631;"RJ"
"Camaragibe";0,692;0,656;0,805;0,628;"PE"
"Ouro Verde";0,692;0,666;0,814;0,612;"SP"
"Doresópolis";0,692;0,652;0,869;0,585;"MG"
"Romelândia";0,692;0,738;0,8;0,561;"SC"
"Brasópolis";0,692;0,697;0,841;0,566;"MG"
"Córrego Danta";0,692;0,683;0,844;0,575;"MG"
"Bossoroca";0,692;0,665;0,821;0,608;"RS"
"Córrego do Bom Jesus";0,692;0,665;0,84;0,592;"MG"
"Coqueiro Baixo";0,692;0,703;0,886;0,532;"RS"
"Santo Antônio da Barra";0,691;0,665;0,835;0,593;"GO"
"Itajá";0,691;0,692;0,835;0,57;"GO"
"Candeias";0,691;0,652;0,823;0,616;"BA"
"Poço Fundo";0,691;0,705;0,866;0,541;"MG"
"Marilândia do Sul";0,691;0,664;0,831;0,599;"PR"
"Turvelândia";0,691;0,671;0,813;0,605;"GO"
"Irecê";0,691;0,661;0,776;0,643;"BA"
"Itaguara";0,691;0,697;0,836;0,567;"MG"
"Caxambu do Sul";0,691;0,725;0,87;0,523;"SC"
"Santarém";0,691;0,632;0,807;0,648;"PA"
"Estiva";0,691;0,679;0,848;0,573;"MG"
"Nova Monte Verde";0,691;0,69;0,823;0,582;"MT"
"Conceição da Aparecida";0,691;0,688;0,847;0,566;"MG"
"Dom Pedro de Alcântara";0,691;0,697;0,82;0,577;"RS"
"Arambaré";0,691;0,694;0,833;0,57;"RS"
"Cambuci";0,691;0,672;0,809;0,608;"RJ"
"Iraí";0,691;0,684;0,819;0,59;"RS"
"Eldorado";0,691;0,633;0,847;0,615;"SP"
"Mara Rosa";0,691;0,68;0,838;0,579;"GO"
"Currais Novos";0,691;0,673;0,794;0,617;"RN"
"São Fidélis";0,691;0,685;0,787;0,611;"RJ"
"Porto Vera Cruz";0,69;0,661;0,827;0,6;"RS"
"Ilhéus";0,69;0,688;0,808;0,59;"BA"
"Quatis";0,69;0,676;0,806;0,603;"RJ"
"Major Vieira";0,69;0,653;0,817;0,617;"SC"
"Dom Aquino";0,69;0,687;0,806;0,593;"MT"
"Pilar do Sul";0,69;0,674;0,82;0,594;"SP"
"Itaúba";0,69;0,714;0,809;0,569;"MT"
"São Domingos do Prata";0,69;0,674;0,823;0,593;"MG"
"Santa Rita de Caldas";0,69;0,693;0,823;0,576;"MG"
"Curvelândia";0,69;0,658;0,811;0,615;"MT"
"Coronel Macedo";0,69;0,653;0,811;0,619;"SP"
"Campo Erê";0,69;0,702;0,787;0,595;"SC"
"Prudente de Morais";0,69;0,658;0,795;0,629;"MG"
"Lunardelli";0,69;0,655;0,826;0,607;"PR"
"Guarda-Mor";0,69;0,709;0,829;0,558;"MG"
"Nazareno";0,69;0,662;0,83;0,597;"MG"
"Camacho";0,69;0,639;0,84;0,612;"MG"
"Pompéu";0,689;0,694;0,834;0,564;"MG"
"Muliterno";0,689;0,74;0,808;0,547;"RS"
"Nova Hartz";0,689;0,694;0,836;0,563;"RS"
"Abadiânia";0,689;0,671;0,841;0,579;"GO"
"Figueirópolis";0,689;0,664;0,822;0,6;"TO"
"Tiradentes do Sul";0,689;0,705;0,815;0,569;"RS"
"Esperança Nova";0,689;0,69;0,799;0,594;"PR"
"Carmo da Mata";0,689;0,68;0,84;0,572;"MG"
"Abadia dos Dourados";0,689;0,693;0,839;0,563;"MG"
"Terra de Areia";0,689;0,699;0,829;0,565;"RS"
"São Gonçalo do Pará";0,689;0,682;0,842;0,57;"MG"
"Sertão Santana";0,689;0,737;0,832;0,534;"RS"
"Jaupaci";0,689;0,658;0,824;0,602;"GO"
"Jardim Alegre";0,689;0,696;0,827;0,569;"PR"
"Santo Afonso";0,689;0,655;0,834;0,599;"MT"
"Comodoro";0,689;0,687;0,84;0,567;"MT"
"Camanducaia";0,689;0,707;0,837;0,553;"MG"
"Jequitibá";0,689;0,777;0,854;0,492;"MG"
"Manhuaçu";0,689;0,692;0,839;0,563;"MG"
"Ponte Alta do Norte";0,689;0,661;0,819;0,605;"SC"
"Prados";0,689;0,66;0,865;0,574;"MG"
"Butiá";0,689;0,691;0,848;0,558;"RS"
"Quatro Irmãos";0,689;0,695;0,833;0,565;"RS"
"Rolador";0,689;0,676;0,834;0,579;"RS"
"Jaru";0,689;0,687;0,825;0,577;"RO"
"Itamarati de Minas";0,688;0,677;0,841;0,572;"MG"
"São José do Calçado";0,688;0,669;0,814;0,599;"ES"
"Nova Fátima";0,688;0,681;0,819;0,584;"PR"
"Aquidauana";0,688;0,69;0,84;0,562;"MS"
"Roque Gonzales";0,688;0,687;0,843;0,563;"RS"
"Italva";0,688;0,692;0,792;0,595;"RJ"
"Cristianópolis";0,688;0,703;0,838;0,554;"GO"
"Campinorte";0,688;0,685;0,841;0,565;"GO"
"Mangueirinha";0,688;0,695;0,811;0,579;"PR"
"Porto Barreiro";0,688;0,676;0,821;0,588;"PR"
"Santa Cruz de Goiás";0,688;0,7;0,827;0,563;"GO"
"Sarutaiá";0,688;0,679;0,794;0,603;"SP"
"Nova Guarita";0,688;0,671;0,812;0,597;"MT"
"Biquinhas";0,688;0,684;0,857;0,555;"MG"
"Novo Cabrais";0,688;0,697;0,852;0,548;"RS"
"Tocantins";0,688;0,682;0,8;0,597;"MG"
"Rolante";0,688;0,708;0,83;0,553;"RS"
"Álvaro de Carvalho";0,688;0,669;0,805;0,605;"SP"
"Vespasiano";0,688;0,677;0,811;0,592;"MG"
"Anita Garibaldi";0,688;0,667;0,826;0,592;"SC"
"Chapada dos Guimarães";0,688;0,677;0,833;0,578;"MT"
"Dom Cavati";0,688;0,66;0,784;0,63;"MG"
"Monte Belo";0,688;0,677;0,847;0,567;"MG"
"Jundiaí do Sul";0,688;0,66;0,817;0,605;"PR"
"Querência do Norte";0,688;0,667;0,808;0,604;"PR"
"São Francisco de Sales";0,688;0,711;0,867;0,528;"MG"
"Vila Rica";0,688;0,709;0,829;0,553;"MT"
"Guareí";0,687;0,692;0,805;0,583;"SP"
"São Lourenço do Sul";0,687;0,722;0,849;0,528;"RS"
"Parnaíba";0,687;0,658;0,816;0,604;"PI"
"São Joaquim";0,687;0,705;0,817;0,562;"SC"
"Trindade do Sul";0,687;0,675;0,787;0,61;"RS"
"Pontalina";0,687;0,71;0,835;0,547;"GO"
"Marques de Souza";0,687;0,743;0,849;0,515;"RS"
"Abatiá";0,687;0,676;0,804;0,596;"PR"
"Aceguá";0,687;0,703;0,852;0,541;"RS"
"Antonina";0,687;0,686;0,838;0,564;"PR"
"Altair";0,687;0,698;0,8;0,581;"SP"
"Araguaiana";0,687;0,671;0,817;0,591;"MT"
"Guaraíta";0,687;0,637;0,816;0,625;"GO"
"Angelina";0,687;0,699;0,797;0,581;"SC"
"Caldas";0,687;0,701;0,873;0,529;"MG"
"Wenceslau Braz";0,687;0,692;0,79;0,594;"PR"
"Varjão";0,687;0,698;0,813;0,572;"GO"
"Faxinal";0,687;0,697;0,796;0,584;"PR"
"Salto do Jacuí";0,687;0,693;0,837;0,558;"RS"
"Balsas";0,687;0,674;0,807;0,597;"MA"
"Dom Viçoso";0,687;0,617;0,819;0,641;"MG"
"Faria Lemos";0,687;0,678;0,8;0,598;"MG"
"Buriti de Goiás";0,687;0,707;0,806;0,57;"GO"
"Santana do Itararé";0,687;0,654;0,848;0,585;"PR"
"Planalto";0,687;0,674;0,807;0,597;"RS"
"Santa Lúcia";0,687;0,688;0,795;0,592;"PR"
"Arenópolis";0,687;0,674;0,826;0,582;"GO"
"Rio Azul";0,687;0,728;0,819;0,544;"PR"
"Jataizinho";0,687;0,669;0,845;0,574;"PR"
"Herval";0,687;0,73;0,843;0,527;"RS"
"Passa Tempo";0,687;0,676;0,808;0,594;"MG"
"Acreúna";0,686;0,71;0,822;0,553;"GO"
"Belo Oriente";0,686;0,655;0,813;0,606;"MG"
"Santo Antônio das Missões";0,686;0,672;0,835;0,576;"RS"
"Dores de Campos";0,686;0,671;0,823;0,585;"MG"
"Sidrolândia";0,686;0,694;0,829;0,561;"MS"
"Bom Sucesso";0,686;0,692;0,82;0,57;"PR"
"Pimenta";0,686;0,697;0,832;0,556;"MG"
"Jóia";0,686;0,671;0,841;0,572;"RS"
"Ponte Branca";0,686;0,684;0,806;0,585;"MT"
"Nova Canaã do Norte";0,686;0,692;0,815;0,572;"MT"
"Santa Maria da Serra";0,686;0,688;0,82;0,571;"SP"
"Serra Azul";0,686;0,697;0,81;0,572;"SP"
"Cabo de Santo Agostinho";0,686;0,654;0,812;0,609;"PE"
"Guanhães";0,686;0,683;0,82;0,576;"MG"
"Maracanaú";0,686;0,617;0,788;0,665;"CE"
"Panamá";0,686;0,688;0,818;0,574;"GO"
"Mundo Novo";0,686;0,707;0,808;0,565;"MS"
"Águas Lindas de Goiás";0,686;0,647;0,848;0,588;"GO"
"Leoberto Leal";0,686;0,74;0,818;0,533;"SC"
"Morretes";0,686;0,71;0,837;0,544;"PR"
"Vargeão";0,686;0,708;0,827;0,551;"SC"
"Viana";0,686;0,672;0,816;0,589;"ES"
"Campo do Tenente";0,686;0,661;0,806;0,606;"PR"
"Córrego do Ouro";0,686;0,696;0,803;0,578;"GO"
"Brejinho de Nazaré";0,686;0,635;0,82;0,619;"TO"
"General Câmara";0,686;0,704;0,832;0,552;"RS"
"Ipuiúna";0,686;0,723;0,866;0,516;"MG"
"Santana do Paraíso";0,685;0,663;0,878;0,552;"MG"
"São João D'Aliança";0,685;0,65;0,812;0,609;"GO"
"Arandu";0,685;0,675;0,806;0,592;"SP"
"Rio Piracicaba";0,685;0,67;0,794;0,605;"MG"
"Porto dos Gaúchos";0,685;0,703;0,815;0,561;"MT"
"Terezópolis de Goiás";0,685;0,655;0,799;0,615;"GO"
"Liberato Salzano";0,685;0,68;0,81;0,583;"RS"
"Resende Costa";0,685;0,689;0,823;0,568;"MG"
"Teixeira de Freitas";0,685;0,683;0,8;0,588;"BA"
"Caldazinha";0,685;0,669;0,814;0,591;"GO"
"Espírito Santo do Dourado";0,685;0,66;0,847;0,576;"MG"
"Ibema";0,685;0,664;0,786;0,615;"PR"
"Fazenda Nova";0,685;0,671;0,831;0,576;"GO"
"São Vicente do Sul";0,685;0,698;0,831;0,553;"RS"
"Erval Seco";0,685;0,666;0,821;0,589;"RS"
"Piranguçu";0,685;0,666;0,806;0,599;"MG"
"São Francisco de Paula";0,685;0,701;0,86;0,534;"RS"
"Colorado do Oeste";0,685;0,676;0,814;0,584;"RO"
"Comendador Levy Gasparian";0,685;0,676;0,785;0,605;"RJ"
"Conceição da Barra de Minas";0,685;0,668;0,815;0,59;"MG"
"Porto Vitória";0,685;0,674;0,796;0,6;"PR"
"Elói Mendes";0,685;0,688;0,838;0,558;"MG"
"Gramado dos Loureiros";0,685;0,662;0,832;0,584;"RS"
"Rochedo de Minas";0,684;0,663;0,849;0,569;"MG"
"Areal";0,684;0,686;0,823;0,566;"RJ"
"Catas Altas";0,684;0,665;0,828;0,582;"MG"
"Batayporã";0,684;0,702;0,814;0,559;"MS"
"Porteirão";0,684;0,716;0,827;0,541;"GO"
"Fronteira";0,684;0,693;0,871;0,53;"MG"
"São José do Barreiro";0,684;0,666;0,813;0,591;"SP"
"Brasilândia do Tocantins";0,684;0,64;0,831;0,601;"TO"
"Aimorés";0,684;0,685;0,81;0,576;"MG"
"Piraúba";0,684;0,673;0,843;0,564;"MG"
"Miracema do Tocantins";0,684;0,675;0,82;0,579;"TO"
"Senador José Bento";0,684;0,663;0,824;0,585;"MG"
"Antônio Prado de Minas";0,684;0,674;0,83;0,572;"MG"
"Professor Jamil";0,684;0,673;0,821;0,579;"GO"
"Novo Gama";0,684;0,664;0,851;0,567;"GO"
"Itarana";0,684;0,696;0,809;0,568;"ES"
"Eldorado";0,684;0,674;0,824;0,577;"MS"
"Mar de Espanha";0,684;0,694;0,825;0,558;"MG"
"Ribeirão das Neves";0,684;0,658;0,822;0,591;"MG"
"Santa Cruz do Xingu";0,684;0,704;0,828;0,55;"MT"
"Maçambará";0,684;0,664;0,832;0,58;"RS"
"Cunha";0,684;0,672;0,826;0,576;"SP"
"Pilar de Goiás";0,684;0,654;0,816;0,6;"GO"
"Vicentinópolis";0,684;0,707;0,804;0,562;"GO"
"Porto Franco";0,684;0,664;0,796;0,606;"MA"
"Aragoiânia";0,684;0,683;0,837;0,56;"GO"
"Belford Roxo";0,684;0,662;0,808;0,598;"RJ"
"Honório Serpa";0,683;0,645;0,807;0,612;"PR"
"Mozarlândia";0,683;0,684;0,825;0,565;"GO"
"Quartel Geral";0,683;0,677;0,846;0,557;"MG"
"Paverama";0,683;0,701;0,84;0,541;"RS"
"Progresso";0,683;0,705;0,861;0,525;"RS"
"Bonfinópolis";0,683;0,671;0,817;0,58;"GO"
"Restinga Seca";0,683;0,709;0,828;0,542;"RS"
"Campo do Meio";0,683;0,655;0,827;0,588;"MG"
"Guidoval";0,683;0,669;0,837;0,569;"MG"
"Careaçu";0,683;0,666;0,824;0,581;"MG"
"Divinópolis do Tocantins";0,683;0,667;0,816;0,585;"TO"
"Bom Jesus do Amparo";0,683;0,655;0,834;0,582;"MG"
"Toropi";0,683;0,68;0,822;0,569;"RS"
"Gonçalves";0,683;0,671;0,833;0,57;"MG"
"Rio Claro";0,683;0,7;0,801;0,567;"RJ"
"Arceburgo";0,683;0,687;0,81;0,573;"MG"
"Denise";0,683;0,672;0,802;0,59;"MT"
"Barra de São Francisco";0,683;0,673;0,815;0,58;"ES"
"Tiros";0,683;0,703;0,852;0,532;"MG"
"Forquetinha";0,683;0,743;0,886;0,484;"RS"
"Antônio Carlos";0,683;0,65;0,838;0,584;"MG"
"Santa Isabel";0,683;0,658;0,818;0,593;"GO"
"Barbalha";0,683;0,613;0,817;0,637;"CE"
"São Pedro do Iguaçu";0,683;0,687;0,798;0,581;"PR"
"Sete de Setembro";0,683;0,682;0,81;0,577;"RS"
"Ressaquinha";0,683;0,638;0,834;0,599;"MG"
"Alagoinhas";0,683;0,681;0,79;0,592;"BA"
"Areia Branca";0,682;0,647;0,79;0,621;"RN"
"Nova Olímpia";0,682;0,704;0,804;0,561;"MT"
"Turmalina";0,682;0,646;0,816;0,602;"MG"
"Alexânia";0,682;0,664;0,841;0,568;"GO"
"Limoeiro do Norte";0,682;0,633;0,804;0,623;"CE"
"Queluzito";0,682;0,669;0,823;0,575;"MG"
"Ouro Preto do Oeste";0,682;0,687;0,812;0,569;"RO"
"Pedreiras";0,682;0,644;0,792;0,621;"MA"
"Frei Rogério";0,682;0,664;0,812;0,588;"SC"
"Campos Gerais";0,682;0,666;0,821;0,58;"MG"
"Santa Luzia";0,682;0,62;0,804;0,635;"PB"
"Jardim Olinda";0,682;0,669;0,791;0,6;"PR"
"São José do Rio Claro";0,682;0,689;0,841;0,548;"MT"
"Carmo de Minas";0,682;0,668;0,845;0,562;"MG"
"Patrocínio do Muriaé";0,682;0,691;0,796;0,576;"MG"
"Santa Terezinha do Progresso";0,682;0,686;0,791;0,585;"SC"
"Caucaia";0,682;0,62;0,808;0,632;"CE"
"Santa Rita de Jacutinga";0,682;0,676;0,826;0,567;"MG"
"São Domingos do Norte";0,682;0,679;0,811;0,575;"ES"
"Maquiné";0,682;0,695;0,88;0,519;"RS"
"Selvíria";0,682;0,668;0,825;0,576;"MS"
"Ametista do Sul";0,682;0,697;0,809;0,562;"RS"
"Formigueiro";0,682;0,69;0,838;0,549;"RS"
"Juara";0,682;0,699;0,836;0,543;"MT"
"Flor da Serra do Sul";0,682;0,68;0,833;0,56;"PR"
"São Carlos do Ivaí";0,682;0,703;0,825;0,547;"PR"
"Minas do Leão";0,681;0,743;0,826;0,514;"RS"
"Tapiraí";0,681;0,647;0,846;0,578;"SP"
"Tabuleiro";0,681;0,666;0,821;0,578;"MG"
"Tocantinópolis";0,681;0,634;0,801;0,623;"TO"
"Brasilândia do Sul";0,681;0,68;0,813;0,572;"PR"
"Quedas do Iguaçu";0,681;0,69;0,794;0,576;"PR"
"Rio Bananal";0,681;0,68;0,802;0,579;"ES"
"Erval Grande";0,681;0,713;0,885;0,501;"RS"
"Roncador";0,681;0,665;0,797;0,595;"PR"
"Campo Bonito";0,681;0,69;0,813;0,562;"PR"
"Contenda";0,681;0,697;0,816;0,555;"PR"
"Serranópolis";0,681;0,713;0,804;0,551;"GO"
"Itatiba do Sul";0,681;0,696;0,801;0,567;"RS"
"Três Barras do Paraná";0,681;0,683;0,831;0,557;"PR"
"Nova Glória";0,681;0,657;0,816;0,589;"GO"
"Inocência";0,681;0,702;0,846;0,531;"MS"
"Boa Esperança do Sul";0,681;0,692;0,811;0,562;"SP"
"Bela Vista da Caroba";0,681;0,667;0,828;0,572;"PR"
"Marilena";0,681;0,651;0,828;0,585;"PR"
"Gouveia";0,681;0,622;0,833;0,609;"MG"
"Bandeirantes";0,681;0,694;0,848;0,537;"MS"
"Amorinópolis";0,681;0,672;0,813;0,579;"GO"
"Jaboticatubas";0,681;0,694;0,837;0,543;"MG"
"Vila Pavão";0,681;0,647;0,83;0,588;"ES"
"Baependi";0,681;0,664;0,833;0,57;"MG"
"Sonora";0,681;0,706;0,803;0,557;"MS"
"Conceição da Barra";0,681;0,648;0,81;0,603;"ES"
"Corumbá de Goiás";0,68;0,665;0,829;0,571;"GO"
"Rio das Flores";0,68;0,664;0,822;0,575;"RJ"
